tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical,categori
2021-09-02,DKI4 (Lubang Buaya),65,115,39,12,26,25,115,PM25,TIDAK SEHAT
2021-09-03,DKI4 (Lubang Buaya),62,111,42,10,34,23,111,PM25,TIDAK SEHAT
2021-09-04,DKI4 (Lubang Buaya),57,93,42,9,31,19,93,PM25,SEDANG
2021-09-05,DKI4 (Lubang Buaya),69,120,43,12,27,26,120,PM25,TIDAK SEHAT
2021-09-06,DKI4 (Lubang Buaya),62,109,42,9,29,16,109,PM25,TIDAK SEHAT
2021-09-07,DKI4 (Lubang Buaya),56,86,42,8,21,21,86,PM25,SEDANG
2021-09-08,DKI4 (Lubang Buaya),63,106,40,15,29,25,106,PM25,TIDAK SEHAT
2021-09-09,DKI4 (Lubang Buaya),52,82,41,12,27,24,82,PM25,SEDANG
2021-09-10,DKI4 (Lubang Buaya),45,80,42,8,26,19,80,PM25,SEDANG
2021-09-11,DKI4 (Lubang Buaya),59,109,43,10,33,30,109,PM25,TIDAK SEHAT
2021-09-12,DKI4 (Lubang Buaya),63,111,41,10,24,19,111,PM25,TIDAK SEHAT
2021-09-13,DKI4 (Lubang Buaya),54,88,42,7,18,16,88,PM25,SEDANG
2021-09-14,DKI4 (Lubang Buaya),36,61,41,6,19,15,61,PM25,SEDANG
2021-09-15,DKI4 (Lubang Buaya),60,110,42,19,18,23,110,PM25,TIDAK SEHAT
2021-09-16,DKI4 (Lubang Buaya),53,89,42,7,28,15,89,PM25,SEDANG
2021-09-17,DKI4 (Lubang Buaya),50,85,42,6,29,14,85,PM25,SEDANG
2021-09-18,DKI4 (Lubang Buaya),57,101,43,7,23,15,101,PM25,TIDAK SEHAT
2021-09-21,DKI4 (Lubang Buaya),,99,44,9,32,20,99,PM25,SEDANG
2021-09-22,DKI4 (Lubang Buaya),,119,44,10,22,21,119,PM25,TIDAK SEHAT
2021-09-23,DKI4 (Lubang Buaya),,116,43,9,24,18,116,PM25,TIDAK SEHAT
2021-09-24,DKI4 (Lubang Buaya),,109,46,8,21,18,109,PM25,TIDAK SEHAT
2021-09-25,DKI4 (Lubang Buaya),,102,45,7,26,16,102,PM25,TIDAK SEHAT
2021-09-28,DKI4 (Lubang Buaya),,69,41,6,38,15,69,PM25,SEDANG
2021-09-29,DKI4 (Lubang Buaya),,102,45,13,38,24,102,PM25,TIDAK SEHAT
2021-09-30,DKI4 (Lubang Buaya),,117,45,13,40,27,117,PM25,TIDAK SEHAT
2021-09-01,DKI5 (Kebon Jeruk) Jakarta Barat,64,95,30,12,28,26,95,PM25,SEDANG
2021-09-02,DKI5 (Kebon Jeruk) Jakarta Barat,62,101,28,9,25,18,101,PM25,TIDAK SEHAT
2021-09-03,DKI5 (Kebon Jeruk) Jakarta Barat,56,92,7,6,45,9,92,PM25,SEDANG
2021-09-13,DKI5 (Kebon Jeruk) Jakarta Barat,51,70,,6,20,10,70,PM25,SEDANG
2021-09-14,DKI5 (Kebon Jeruk) Jakarta Barat,26,37,,3,17,8,37,PM25,BAIK
2021-09-15,DKI5 (Kebon Jeruk) Jakarta Barat,53,79,,14,22,26,79,PM25,SEDANG
2021-10-10,DKI2 (Kelapa Gading),60,83,61,9,72,12,83,PM25,SEDANG
2021-10-11,DKI2 (Kelapa Gading),68,100,64,12,66,26,100,PM25,SEDANG
2021-10-12,DKI2 (Kelapa Gading),77,105,76,12,49,31,105,PM25,TIDAK SEHAT
2021-10-13,DKI2 (Kelapa Gading),57,76,63,9,58,18,76,PM25,SEDANG
2021-10-14,DKI2 (Kelapa Gading),73,105,65,12,70,28,105,PM25,TIDAK SEHAT
2021-10-15,DKI2 (Kelapa Gading),82,108,64,13,64,27,108,PM25,TIDAK SEHAT
2021-10-16,DKI2 (Kelapa Gading),64,95,63,13,63,28,95,PM25,SEDANG
2021-10-22,DKI2 (Kelapa Gading),73,115,82,14,46,38,115,PM25,TIDAK SEHAT
2021-10-23,DKI2 (Kelapa Gading),67,95,81,10,53,28,95,PM25,SEDANG
2021-10-31,DKI2 (Kelapa Gading),56,79,63,12,56,28,79,PM25,SEDANG
2021-10-15,DKI3 (Jagakarsa),72,107,52,14,40,19,107,PM25,TIDAK SEHAT
2021-10-16,DKI3 (Jagakarsa),64,92,51,15,35,18,92,PM25,SEDANG
2021-10-22,DKI3 (Jagakarsa),58,82,51,15,,17,82,PM25,SEDANG
2021-10-23,DKI3 (Jagakarsa),59,87,52,13,39,21,87,PM25,SEDANG
2021-10-24,DKI3 (Jagakarsa),68,102,51,17,47,18,102,PM25,TIDAK SEHAT
2021-10-31,DKI3 (Jagakarsa),45,27,,28,39,,45,PM10,BAIK
2021-10-01,DKI4 (Lubang Buaya),,91,45,10,35,33,91,PM25,SEDANG
2021-10-02,DKI4 (Lubang Buaya),,127,46,10,35,19,127,PM25,TIDAK SEHAT
2021-10-03,DKI4 (Lubang Buaya),,96,44,9,32,19,96,PM25,SEDANG
2021-10-04,DKI4 (Lubang Buaya),,110,44,11,33,24,110,PM25,TIDAK SEHAT
2021-10-06,DKI4 (Lubang Buaya),66,103,47,8,37,17,103,PM25,TIDAK SEHAT
2021-10-07,DKI4 (Lubang Buaya),52,77,41,7,27,23,77,PM25,SEDANG
2021-10-11,DKI4 (Lubang Buaya),62,100,43,10,44,26,100,PM25,SEDANG
2021-10-12,DKI4 (Lubang Buaya),70,111,47,9,32,25,111,PM25,TIDAK SEHAT
2021-10-13,DKI4 (Lubang Buaya),,91,44,8,38,19,91,PM25,SEDANG
2021-10-14,DKI4 (Lubang Buaya),,131,44,12,45,32,131,PM25,TIDAK SEHAT
2021-10-15,DKI4 (Lubang Buaya),100,157,41,15,50,26,157,PM25,TIDAK SEHAT
2021-10-16,DKI4 (Lubang Buaya),67,122,40,14,51,23,122,PM25,TIDAK SEHAT
2021-10-17,DKI4 (Lubang Buaya),,126,39,13,53,27,126,PM25,TIDAK SEHAT
2021-10-18,DKI4 (Lubang Buaya),57,88,42,11,32,19,88,PM25,SEDANG
2021-10-19,DKI4 (Lubang Buaya),52,80,41,18,31,23,80,PM25,SEDANG
2021-10-20,DKI4 (Lubang Buaya),,96,45,10,33,17,96,PM25,SEDANG
2021-10-21,DKI4 (Lubang Buaya),,,44,10,48,18,48,O3,BAIK
2021-10-22,DKI4 (Lubang Buaya),71,120,45,13,36,21,120,PM25,TIDAK SEHAT
2021-10-23,DKI4 (Lubang Buaya),65,109,45,10,35,20,109,PM25,TIDAK SEHAT
2021-10-24,DKI4 (Lubang Buaya),68,113,44,15,39,23,113,PM25,TIDAK SEHAT
2021-10-25,DKI4 (Lubang Buaya),62,104,44,11,41,22,104,PM25,TIDAK SEHAT
2021-10-26,DKI4 (Lubang Buaya),75,130,45,16,36,24,130,PM25,TIDAK SEHAT
2021-10-27,DKI4 (Lubang Buaya),59,90,43,10,50,21,90,PM25,SEDANG
2021-10-28,DKI4 (Lubang Buaya),54,78,40,11,56,18,78,PM25,SEDANG
2021-10-29,DKI4 (Lubang Buaya),51,79,41,15,45,15,79,PM25,SEDANG
2021-10-30,DKI4 (Lubang Buaya),62,103,43,15,58,18,103,PM25,TIDAK SEHAT
2021-10-31,DKI4 (Lubang Buaya),,79,,,,,79,PM25,SEDANG
2021-10-01,DKI5 (Kebon Jeruk) Jakarta Barat,55,84,,8,34,12,84,PM25,SEDANG
2021-10-02,DKI5 (Kebon Jeruk) Jakarta Barat,67,102,,10,31,16,102,PM25,TIDAK SEHAT
2021-10-03,DKI5 (Kebon Jeruk) Jakarta Barat,55,82,,8,28,12,82,PM25,SEDANG
2021-10-13,DKI5 (Kebon Jeruk) Jakarta Barat,47,69,,7,30,13,69,PM25,SEDANG
2021-10-14,DKI5 (Kebon Jeruk) Jakarta Barat,58,91,,10,35,14,91,PM25,SEDANG
2021-10-15,DKI5 (Kebon Jeruk) Jakarta Barat,70,107,,11,39,16,107,PM25,TIDAK SEHAT
2021-10-16,DKI5 (Kebon Jeruk) Jakarta Barat,68,112,,14,32,17,112,PM25,TIDAK SEHAT
2021-10-25,DKI5 (Kebon Jeruk) Jakarta Barat,64,101,,13,36,14,101,PM25,TIDAK SEHAT
2021-10-26,DKI5 (Kebon Jeruk) Jakarta Barat,58,92,,16,29,24,92,PM25,SEDANG
2021-11-12,DKI1 (Bunderan HI),32,49,31,10,16,9,49,PM25,BAIK
2021-11-13,DKI1 (Bunderan HI),51,70,36,16,27,12,70,PM25,SEDANG
2021-11-14,DKI1 (Bunderan HI),42,53,29,11,18,7,53,PM25,SEDANG
2021-11-15,DKI1 (Bunderan HI),27,39,30,8,16,7,39,PM25,BAIK
2021-11-16,DKI1 (Bunderan HI),31,47,31,8,11,6,47,PM25,BAIK
2021-11-17,DKI1 (Bunderan HI),55,71,50,13,15,9,71,PM25,SEDANG
2021-11-18,DKI1 (Bunderan HI),55,75,43,18,19,13,75,PM25,SEDANG
2021-11-19,DKI1 (Bunderan HI),28,40,31,7,16,5,40,PM25,BAIK
2021-11-20,DKI1 (Bunderan HI),28,44,33,7,13,6,44,PM25,BAIK
2021-11-21,DKI1 (Bunderan HI),41,54,33,15,16,6,54,PM25,SEDANG
2021-11-22,DKI1 (Bunderan HI),27,33,32,7,14,5,33,PM25,BAIK
2021-11-23,DKI1 (Bunderan HI),20,30,32,7,13,5,32,SO2,BAIK
2021-11-24,DKI1 (Bunderan HI),23,35,30,8,12,6,35,PM25,BAIK
2021-11-25,DKI1 (Bunderan HI),39,57,34,10,11,7,57,PM25,SEDANG
2021-11-26,DKI1 (Bunderan HI),34,56,32,12,9,7,56,PM25,SEDANG
2021-11-27,DKI1 (Bunderan HI),30,37,30,10,8,5,37,PM25,BAIK
2021-11-28,DKI1 (Bunderan HI),19,20,29,5,14,4,29,SO2,BAIK
2021-11-29,DKI1 (Bunderan HI),23,28,30,7,12,5,30,SO2,BAIK
2021-11-30,DKI1 (Bunderan HI),29,50,31,9,18,7,50,PM25,BAIK
2021-11-18,DKI2 (Kelapa Gading),58,81,14,10,56,24,81,PM25,SEDANG
2021-11-19,DKI2 (Kelapa Gading),32,45,5,7,42,12,45,PM25,BAIK
2021-11-20,DKI2 (Kelapa Gading),29,50,7,8,41,16,50,PM25,BAIK
2021-11-21,DKI2 (Kelapa Gading),40,58,7,15,45,18,58,PM25,SEDANG
2021-11-22,DKI2 (Kelapa Gading),25,44,8,7,41,12,44,PM25,BAIK
2021-11-23,DKI2 (Kelapa Gading),25,55,5,7,41,9,55,PM25,SEDANG
2021-11-24,DKI2 (Kelapa Gading),21,45,4,7,37,12,45,PM25,BAIK
2021-11-25,DKI2 (Kelapa Gading),39,58,7,9,40,21,58,PM25,SEDANG
2021-11-26,DKI2 (Kelapa Gading),48,68,11,11,39,31,68,PM25,SEDANG
2021-11-27,DKI2 (Kelapa Gading),34,,7,8,45,15,45,O3,BAIK
2021-11-28,DKI2 (Kelapa Gading),18,,3,7,47,9,47,O3,BAIK
2021-11-29,DKI2 (Kelapa Gading),22,,4,8,42,12,42,O3,BAIK
2021-11-30,DKI2 (Kelapa Gading),30,,5,8,44,17,44,O3,BAIK
2021-11-19,DKI3 (Jagakarsa),20,28,41,3,28,5,41,SO2,BAIK
2021-11-20,DKI3 (Jagakarsa),37,53,43,6,31,8,53,PM25,SEDANG
2021-11-21,DKI3 (Jagakarsa),52,76,41,14,29,13,76,PM25,SEDANG
2021-11-22,DKI3 (Jagakarsa),29,41,42,4,27,6,42,SO2,BAIK
2021-11-23,DKI3 (Jagakarsa),24,30,41,3,29,4,41,SO2,BAIK
2021-11-24,DKI3 (Jagakarsa),35,55,42,5,34,7,55,PM25,SEDANG
2021-11-25,DKI3 (Jagakarsa),63,83,42,12,27,11,83,PM25,SEDANG
2021-11-26,DKI3 (Jagakarsa),51,71,41,17,,10,71,PM25,SEDANG
2021-11-27,DKI3 (Jagakarsa),31,41,41,8,,13,41,PM25,BAIK
2021-11-28,DKI3 (Jagakarsa),16,25,41,4,34,6,41,SO2,BAIK
2021-11-29,DKI3 (Jagakarsa),29,30,42,7,19,8,42,SO2,BAIK
2021-11-30,DKI3 (Jagakarsa),46,31,43,10,35,11,46,PM10,BAIK
2021-11-08,DKI4 (Lubang Buaya),52,70,44,14,26,16,70,PM25,SEDANG
2021-11-09,DKI4 (Lubang Buaya),64,106,43,15,31,19,106,PM25,TIDAK SEHAT
2021-11-18,DKI4 (Lubang Buaya),63,106,41,9,27,18,106,PM25,TIDAK SEHAT
2021-11-19,DKI4 (Lubang Buaya),23,38,36,3,17,8,38,PM25,BAIK
2021-11-20,DKI4 (Lubang Buaya),26,58,38,6,21,13,58,PM25,SEDANG
2021-11-21,DKI4 (Lubang Buaya),44,65,37,19,13,14,65,PM25,SEDANG
2021-11-22,DKI4 (Lubang Buaya),23,45,37,4,14,9,45,PM25,BAIK
2021-11-23,DKI4 (Lubang Buaya),17,37,36,3,15,7,37,PM25,BAIK
2021-11-24,DKI4 (Lubang Buaya),27,59,37,5,26,12,59,PM25,SEDANG
2021-11-25,DKI4 (Lubang Buaya),54,80,38,11,24,18,80,PM25,SEDANG
2021-11-26,DKI4 (Lubang Buaya),58,78,38,14,17,13,78,PM25,SEDANG
2021-11-27,DKI4 (Lubang Buaya),37,56,37,8,13,12,56,PM25,SEDANG
2021-11-28,DKI4 (Lubang Buaya),18,33,37,4,18,10,37,SO2,BAIK
2021-11-29,DKI4 (Lubang Buaya),29,55,37,8,17,11,55,PM25,SEDANG
2021-11-30,DKI4 (Lubang Buaya),39,66,38,8,24,15,66,PM25,SEDANG
2021-11-14,DKI5 (Kebon Jeruk) Jakarta Barat,50,63,,12,19,34,63,PM25,SEDANG
2021-11-15,DKI5 (Kebon Jeruk) Jakarta Barat,19,39,,3,14,10,39,PM25,BAIK
2021-11-16,DKI5 (Kebon Jeruk) Jakarta Barat,26,49,,3,13,10,49,PM25,BAIK
2021-11-17,DKI5 (Kebon Jeruk) Jakarta Barat,52,77,19,10,14,35,77,PM25,SEDANG
2021-11-18,DKI5 (Kebon Jeruk) Jakarta Barat,52,74,24,10,20,35,74,PM25,SEDANG
2021-11-19,DKI5 (Kebon Jeruk) Jakarta Barat,23,34,13,2,15,7,34,PM25,BAIK
2021-11-20,DKI5 (Kebon Jeruk) Jakarta Barat,28,50,17,4,16,17,50,PM25,BAIK
2021-11-21,DKI5 (Kebon Jeruk) Jakarta Barat,46,62,15,17,14,44,62,PM25,SEDANG
2021-11-22,DKI5 (Kebon Jeruk) Jakarta Barat,22,38,15,3,14,10,38,PM25,BAIK
2021-11-23,DKI5 (Kebon Jeruk) Jakarta Barat,15,34,15,2,13,6,34,PM25,BAIK
2021-11-24,DKI5 (Kebon Jeruk) Jakarta Barat,22,43,13,3,13,8,43,PM25,BAIK
2021-11-25,DKI5 (Kebon Jeruk) Jakarta Barat,43,67,19,6,14,16,67,PM25,SEDANG
2021-11-26,DKI5 (Kebon Jeruk) Jakarta Barat,32,59,16,7,15,20,59,PM25,SEDANG
2021-11-27,DKI5 (Kebon Jeruk) Jakarta Barat,22,36,13,7,18,22,36,PM25,BAIK
2021-11-28,DKI5 (Kebon Jeruk) Jakarta Barat,18,26,12,2,16,8,26,PM25,BAIK
2021-11-29,DKI5 (Kebon Jeruk) Jakarta Barat,15,34,13,3,13,9,34,PM25,BAIK
2021-11-30,DKI5 (Kebon Jeruk) Jakarta Barat,23,52,15,4,21,10,52,PM25,SEDANG
2021-12-01,DKI1 (Bunderan HI),49,65,33,13,15,12,65,PM25,SEDANG
2021-12-02,DKI1 (Bunderan HI),28,34,31,7,15,5,34,PM25,BAIK
2021-12-03,DKI1 (Bunderan HI),49,31,9,19,7,49,PM25,BAIK,
2021-12-04,DKI1 (Bunderan HI),39,52,35,13,15,9,52,PM25,SEDANG
2021-12-05,DKI1 (Bunderan HI),41,57,39,15,15,9,57,PM25,SEDANG
2021-12-06,DKI1 (Bunderan HI),60,81,55,23,18,11,81,PM25,SEDANG
2021-12-07,DKI1 (Bunderan HI),30,31,34,12,16,9,34,SO2,BAIK
2021-12-08,DKI1 (Bunderan HI),45,60,33,17,18,10,60,PM25,SEDANG
2021-12-09,DKI1 (Bunderan HI),33,50,36,10,21,11,50,PM25,BAIK
2021-12-10,DKI1 (Bunderan HI),46,59,43,14,19,12,59,PM25,SEDANG
2021-12-11,DKI1 (Bunderan HI),28,43,33,8,24,9,43,PM25,BAIK
2021-12-12,DKI1 (Bunderan HI),44,57,32,17,15,7,57,PM25,SEDANG
2021-12-13,DKI1 (Bunderan HI),31,46,34,10,13,6,46,PM25,BAIK
2021-12-14,DKI1 (Bunderan HI),46,61,46,15,16,10,61,PM25,SEDANG
2021-12-24,DKI1 (Bunderan HI),34,52,53,15,17,11,53,SO2,SEDANG
2021-12-25,DKI1 (Bunderan HI),53,68,56,17,17,9,68,PM25,SEDANG
2021-12-01,DKI2 (Kelapa Gading),53,,8,12,41,30,53,PM10,SEDANG
2021-12-02,DKI2 (Kelapa Gading),32,50,40,7,40,14,50,PM25,BAIK
2021-12-21,DKI2 (Kelapa Gading),55,74,40,15,,33,74,PM25,SEDANG
2021-12-29,DKI2 (Kelapa Gading),28,,32,12,37,29,37,O3,BAIK
2021-12-30,DKI2 (Kelapa Gading),47,64,38,13,38,35,64,PM25,SEDANG
2021-12-31,DKI2 (Kelapa Gading),61,85,33,23,37,44,85,PM25,SEDANG
2021-12-07,DKI3 (Jagakarsa),20,28,44,7,32,10,44,SO2,BAIK
2021-12-14,DKI3 (Jagakarsa),40,,44,7,37,11,44,SO2,BAIK
2021-12-15,DKI3 (Jagakarsa),54,80,43,16,,16,80,PM25,SEDANG
2021-12-16,DKI3 (Jagakarsa),47,68,43,11,,15,68,PM25,SEDANG
2021-12-17,DKI3 (Jagakarsa),39,59,43,13,,16,59,PM25,SEDANG
2021-12-27,DKI3 (Jagakarsa),75,116,35,23,38,21,116,PM25,TIDAK SEHAT
2021-12-07,DKI4 (Lubang Buaya),179,58,39,9,17,15,179,PM10,TIDAK SEHAT
2021-12-15,DKI4 (Lubang Buaya),69,124,40,15,29,23,124,PM25,TIDAK SEHAT
2021-12-16,DKI4 (Lubang Buaya),78,136,41,14,32,18,136,PM25,TIDAK SEHAT
2021-12-17,DKI4 (Lubang Buaya),55,81,39,13,34,17,81,PM25,SEDANG
2021-12-18,DKI4 (Lubang Buaya),,69,42,13,24,17,69,PM25,SEDANG
2021-12-19,DKI4 (Lubang Buaya),64,102,41,21,40,22,102,PM25,TIDAK SEHAT
2021-12-24,DKI4 (Lubang Buaya),34,65,,,,,65,PM25,SEDANG
2021-12-25,DKI4 (Lubang Buaya),56,85,15,23,,,85,PM25,SEDANG
2021-12-26,DKI4 (Lubang Buaya),44,71,13,14,,8,71,PM25,SEDANG
2021-12-27,DKI4 (Lubang Buaya),68,121,17,21,,12,121,PM25,TIDAK SEHAT
2021-12-28,DKI4 (Lubang Buaya),59,89,38,15,,22,89,PM25,SEDANG
2021-12-29,DKI4 (Lubang Buaya),61,98,37,15,,19,98,PM25,SEDANG
2021-12-30,DKI4 (Lubang Buaya),60,102,38,17,,21,102,PM25,TIDAK SEHAT
2021-12-31,DKI4 (Lubang Buaya),58,90,36,21,,22,90,PM25,SEDANG
2021-12-01,DKI5 (Kebon Jeruk) Jakarta Barat,50,71,18,8,19,18,71,PM25,SEDANG
2021-12-02,DKI5 (Kebon Jeruk) Jakarta Barat,22,42,14,2,19,5,42,PM25,BAIK
2021-12-03,DKI5 (Kebon Jeruk) Jakarta Barat,30,54,16,3,18,9,54,PM25,SEDANG
2021-12-04,DKI5 (Kebon Jeruk) Jakarta Barat,34,54,27,5,14,15,54,PM25,SEDANG
2021-12-05,DKI5 (Kebon Jeruk) Jakarta Barat,51,71,30,12,12,29,71,PM25,SEDANG
2021-12-06,DKI5 (Kebon Jeruk) Jakarta Barat,61,85,36,23,18,57,85,PM25,SEDANG
2021-12-07,DKI5 (Kebon Jeruk) Jakarta Barat,25,44,22,5,15,21,44,PM25,BAIK
2021-12-08,DKI5 (Kebon Jeruk) Jakarta Barat,44,66,17,13,23,30,66,PM25,SEDANG
2021-12-09,DKI5 (Kebon Jeruk) Jakarta Barat,30,50,20,5,31,15,50,PM25,BAIK
2021-12-13,DKI5 (Kebon Jeruk) Jakarta Barat,22,45,20,3,16,14,45,PM25,BAIK
2021-12-30,DKI5 (Kebon Jeruk) Jakarta Barat,53,75,25,15,23,44,75,PM25,SEDANG
2021-12-31,DKI5 (Kebon Jeruk) Jakarta Barat,60,87,28,19,30,53,87,PM25,SEDANG
